fecha,id_region,gas93,gas95,gas97,glp,gnc,diesel
2018-05-27 15:31:50,02,803.2954545454545,835.7111111111111,864.2954545454545,476.0,609.0,583.6888888888889
2018-05-27 15:31:50,03,790.0277777777778,821.6388888888889,854.0833333333334,474.75,,579.9722222222222
2018-05-27 15:31:50,04,790.1608108108109,821.972,858.1557142857143,458.3333333333333,,577.2805194805195
2018-05-27 15:31:50,05,780.0056179775281,813.7005649717514,853.377358490566,423.7894736842105,,564.7555555555556
2018-05-27 15:31:50,06,795.2233009708738,824.8095238095239,857.4756097560976,426.0,,578.2666666666667
2018-05-27 15:31:50,07,777.5664335664336,806.1930069930071,848.0326086956521,424.9166666666667,,560.4054054054054
2018-05-27 15:31:50,08,781.6121076233184,808.0353982300885,839.8423913043479,450.8333333333333,,571.5921052631579
2018-05-27 15:31:50,09,802.1219512195122,831.2295081967213,861.08,465.57142857142856,,591.4669354838709
2018-05-27 15:31:50,10,812.45,844.8446601941747,869.2222222222222,469.9166666666667,,601.8557692307693
2018-05-27 15:31:50,11,870.0,903.25,925.0666666666667,525.0,,658.0952380952381
2018-05-27 15:31:50,12,823.2608695652174,843.2222222222222,885.8947368421053,417.0,248.42857142857142,611.695652173913
2018-05-27 15:31:50,13,770.6638297872339,796.8554913294797,831.7894736842105,445.7692307692308,525.8333333333334,566.9367816091954
2018-05-27 15:31:50,14,814.3809523809524,842.8181818181819,870.1621621621622,465.3333333333333,,599.3695652173913
2018-05-27 15:31:50,15,791.625,818.0666666666667,848.7142857142857,445.4,,568.6818181818181
2018-05-27 15:46:28,01,803.0,827.6153846153846,858.08,436.0,,571.6333333333333
2018-05-27 15:46:28,02,803.2954545454545,835.7111111111111,864.2954545454545,476.0,609.0,583.6888888888889
2018-05-27 15:46:28,03,790.0277777777778,821.6388888888889,854.0833333333334,474.75,,579.9722222222222
2018-05-27 15:46:28,04,790.1608108108109,821.972,858.1557142857143,458.3333333333333,,577.2805194805195
2018-05-27 15:46:28,05,780.0056179775281,813.7005649717514,853.377358490566,423.7894736842105,,564.7555555555556
2018-05-27 15:46:28,06,795.2233009708738,824.8095238095239,857.4756097560976,426.0,,578.2666666666667
2018-05-27 15:46:28,07,777.5664335664336,806.1930069930071,848.0326086956521,424.9166666666667,,560.4054054054054
2018-05-27 15:46:28,08,781.6121076233184,808.0353982300885,839.8423913043479,450.8333333333333,,571.5921052631579
2018-05-27 15:46:28,09,802.1219512195122,831.2295081967213,861.08,465.57142857142856,,591.4669354838709
2018-05-27 15:46:28,10,812.45,844.8446601941747,869.2222222222222,469.9166666666667,,601.8557692307693
2018-05-27 15:46:28,11,870.0,903.25,925.0666666666667,525.0,,658.0952380952381
2018-05-27 15:46:28,12,823.2608695652174,843.2222222222222,885.8947368421053,417.0,248.42857142857142,611.695652173913
2018-05-27 15:46:28,13,770.6638297872339,796.8554913294797,831.7894736842105,445.7692307692308,525.8333333333334,566.9367816091954
2018-05-27 15:46:28,14,814.3809523809524,842.8181818181819,870.1621621621622,465.3333333333333,,599.3695652173913
2018-05-27 15:46:28,15,791.625,818.0666666666667,848.7142857142857,445.4,,568.6818181818181
2018-05-28 04:01:51,01,803.0,827.6153846153846,858.08,436.0,,571.6333333333333
2018-05-28 04:01:51,02,803.2954545454545,835.7111111111111,864.2954545454545,476.0,609.0,583.6666666666666
2018-05-28 04:01:51,03,790.0277777777778,821.6388888888889,854.0833333333334,474.75,,579.9722222222222
2018-05-28 04:01:51,04,790.1608108108109,821.972,858.1557142857143,458.3333333333333,,577.2805194805195
2018-05-28 04:01:51,05,780.0393258426966,813.728813559322,853.4088050314465,423.7894736842105,,564.7833333333333
2018-05-28 04:01:51,06,795.2233009708738,824.8095238095239,857.4756097560976,426.0,,578.2666666666667
2018-05-28 04:01:51,07,777.5664335664336,806.1930069930071,848.0326086956521,424.9166666666667,,560.4054054054054
2018-05-28 04:01:51,08,781.6121076233184,808.0353982300885,839.8423913043479,450.8333333333333,,571.5877192982456
2018-05-28 04:01:51,09,802.1219512195122,831.2295081967213,861.08,465.57142857142856,,591.4669354838709
2018-05-28 04:01:51,10,812.45,844.8446601941747,869.2222222222222,469.9166666666667,,601.8557692307693
2018-05-28 04:01:51,11,870.0,903.25,925.0666666666667,525.0,,658.0952380952381
2018-05-28 04:01:51,12,823.2608695652174,843.2222222222222,885.8947368421053,417.0,248.42857142857142,611.695652173913
2018-05-28 04:01:51,13,770.6638297872339,796.8554913294797,831.7894736842105,445.40384615384613,525.8333333333334,566.9367816091954
2018-05-28 04:01:51,14,814.3809523809524,842.8181818181819,870.1621621621622,465.3333333333333,,599.3695652173913
2018-05-28 04:01:51,15,791.625,818.0666666666667,848.7142857142857,445.4,,568.6818181818181
2018-05-28 16:08:41,01,803.0,827.6153846153846,858.08,436.0,,571.6333333333333
2018-05-28 16:08:41,02,803.2954545454545,835.7111111111111,864.2954545454545,476.0,609.0,583.6666666666666
2018-05-28 16:08:41,03,790.0277777777778,821.6388888888889,854.0833333333334,474.75,,579.9722222222222
2018-05-28 16:08:41,04,790.1608108108109,821.972,858.1557142857143,458.3333333333333,,577.2805194805195
2018-05-28 16:08:41,05,780.0056179775281,813.6949152542373,853.37106918239,423.7894736842105,,564.7444444444444
2018-05-28 16:08:41,06,795.2815533980582,824.8666666666667,857.5487804878048,426.0,,578.3142857142857
2018-05-28 16:08:41,07,777.5664335664336,806.186013986014,848.0326086956521,424.9166666666667,,560.3986486486486
2018-05-28 16:08:41,08,781.6121076233184,808.0353982300885,839.8423913043479,450.8333333333333,,571.5877192982456
2018-05-28 16:08:41,09,802.1788617886178,831.2786885245902,861.08,465.57142857142856,,591.5072580645161
2018-05-28 16:08:41,10,812.43,844.8252427184466,869.2222222222222,469.9166666666667,,601.8269230769231
2018-05-28 16:08:41,11,870.0,903.25,925.0666666666667,525.0,,658.0952380952381
2018-05-28 16:08:41,12,823.2608695652174,843.2222222222222,885.8947368421053,417.0,248.42857142857142,611.695652173913
2018-05-28 16:08:41,13,770.717988394584,796.8998073217726,831.84,445.40384615384613,525.8333333333334,566.971264367816
2018-05-28 16:08:41,14,814.3809523809524,842.8181818181819,870.1621621621622,465.3333333333333,,599.3695652173913
2018-05-28 16:08:41,15,791.625,818.0666666666667,848.7142857142857,446.0,,569.1818181818181
2018-05-28 16:25:26,01,803.0,827.6153846153846,858.08,436.0,,571.6333333333333
2018-05-28 16:25:26,02,803.2954545454545,835.7111111111111,864.2954545454545,476.0,609.0,583.6666666666666
2018-05-28 16:25:26,03,790.0277777777778,821.6388888888889,854.0833333333334,474.75,,579.9722222222222
2018-05-28 16:25:26,04,790.1608108108109,821.972,858.1557142857143,458.3333333333333,,577.2805194805195
2018-05-28 16:25:26,05,780.0056179775281,813.6949152542373,853.37106918239,423.7894736842105,,564.7444444444444
2018-05-28 16:25:26,06,795.2815533980582,824.8666666666667,857.5487804878048,426.0,,578.3142857142857
2018-05-28 16:25:26,07,777.5664335664336,806.186013986014,848.0326086956521,424.9166666666667,,560.3986486486486
2018-05-28 16:25:26,08,781.6121076233184,808.0353982300885,839.8423913043479,450.8333333333333,,571.5877192982456
2018-05-28 16:25:26,09,802.1788617886178,831.2786885245902,861.08,465.57142857142856,,591.5072580645161
2018-05-28 16:25:26,10,812.43,844.8252427184466,869.2222222222222,469.9166666666667,,601.8269230769231
2018-05-28 16:25:26,11,870.0,903.25,925.0666666666667,525.0,,658.0952380952381
2018-05-28 16:25:26,12,823.2608695652174,843.2222222222222,885.8947368421053,417.0,248.42857142857142,611.695652173913
2018-05-28 16:25:26,13,770.745067698259,796.9267822736031,831.8694736842106,445.40384615384613,525.8333333333334,566.992337164751
2018-05-28 16:25:26,14,814.3809523809524,842.8181818181819,870.1621621621622,465.3333333333333,,599.3695652173913
2018-05-28 16:25:26,15,791.625,818.0666666666667,848.7142857142857,446.0,,569.1818181818181
2018-05-28 17:50:36,01,803.0,827.6153846153846,858.08,436.0,,571.6333333333333
2018-05-28 17:50:36,02,803.2954545454545,835.7111111111111,864.2954545454545,476.0,609.0,583.6666666666666
2018-05-28 17:50:36,03,790.0277777777778,821.6388888888889,854.0833333333334,474.75,,579.9722222222222
2018-05-28 17:50:36,04,790.1608108108109,821.972,858.1557142857143,458.3333333333333,,577.2805194805195
2018-05-28 17:50:36,05,780.0056179775281,813.6949152542373,853.37106918239,423.7894736842105,,564.7444444444444
2018-05-28 17:50:36,06,795.2815533980582,824.8666666666667,857.5487804878048,426.0,,578.3142857142857
2018-05-28 17:50:36,07,777.5664335664336,806.186013986014,848.0326086956521,424.9166666666667,,560.3986486486486
2018-05-28 17:50:36,08,781.6121076233184,808.0353982300885,839.8423913043479,450.8333333333333,,571.5877192982456
2018-05-28 17:50:36,09,802.1788617886178,831.2786885245902,861.08,465.57142857142856,,591.5072580645161
2018-05-28 17:50:36,10,812.43,844.8252427184466,869.2222222222222,469.9166666666667,,601.8269230769231
2018-05-28 17:50:36,11,870.0,903.25,925.0666666666667,525.0,,658.0952380952381
2018-05-28 17:50:36,12,823.2608695652174,843.2222222222222,885.8947368421053,417.0,248.42857142857142,611.695652173913
2018-05-28 17:50:36,13,770.7682785299805,796.9499036608863,831.8947368421053,445.63461538461536,526.2222222222222,567.0019157088122
2018-05-28 17:50:36,14,814.3809523809524,842.8181818181819,870.1621621621622,465.3333333333333,,599.3695652173913
2018-05-28 17:50:36,15,791.625,818.0666666666667,848.7142857142857,446.0,,569.1818181818181
2018-05-29 04:01:57,01,803.0,827.6153846153846,858.08,436.0,,571.6333333333333
2018-05-29 04:01:57,02,803.2954545454545,835.7111111111111,864.2954545454545,476.0,609.0,583.6666666666666
2018-05-29 04:01:57,03,790.0277777777778,821.6388888888889,854.0833333333334,474.75,,579.9722222222222
2018-05-29 04:01:57,04,790.1608108108109,821.972,858.1557142857143,458.3333333333333,,577.2805194805195
2018-05-29 04:01:57,05,780.061797752809,813.7514124293785,853.4088050314465,423.7894736842105,,564.7944444444445
2018-05-29 04:01:57,06,795.2815533980582,824.8666666666667,857.5487804878048,426.0,,578.3142857142857
2018-05-29 04:01:57,07,777.6083916083916,806.2279720279721,848.0326086956521,424.9166666666667,,560.4324324324324
2018-05-29 04:01:57,08,781.6121076233184,808.0353982300885,839.8423913043479,450.8333333333333,,571.5877192982456
2018-05-29 04:01:57,09,802.1788617886178,831.2786885245902,861.08,465.57142857142856,,591.4104838709677
2018-05-29 04:01:57,10,812.43,844.8252427184466,869.2222222222222,469.9166666666667,,601.8269230769231
2018-05-29 04:01:57,11,870.0,903.25,925.0666666666667,525.0,,658.0952380952381
2018-05-29 04:01:57,12,823.2608695652174,843.2222222222222,885.8947368421053,417.0,248.42857142857142,611.695652173913
2018-05-29 04:01:57,13,770.7876208897485,796.9884393063584,831.9136842105263,445.78846153846155,526.2222222222222,567.0325670498084
2018-05-29 04:01:57,14,814.3809523809524,842.8181818181819,870.1621621621622,465.3333333333333,,599.3695652173913
2018-05-29 04:01:57,15,791.625,818.0666666666667,848.7142857142857,446.0,,569.1818181818181
2018-05-30 04:01:53,01,803.0,827.6153846153846,858.08,436.0,,571.6333333333333
2018-05-30 04:01:53,02,803.2954545454545,835.7111111111111,864.2954545454545,476.0,609.0,583.6666666666666
2018-05-30 04:01:53,03,790.0277777777778,821.6388888888889,854.0833333333334,474.75,,579.9722222222222
2018-05-30 04:01:53,04,790.1608108108109,821.972,858.1557142857143,458.3333333333333,,577.2805194805195
2018-05-30 04:01:53,05,780.2303370786517,813.909604519774,853.496855345912,423.7894736842105,,565.0111111111111
2018-05-30 04:01:53,06,795.2815533980582,824.8666666666667,857.5487804878048,426.0,,578.3523809523809
2018-05-30 04:01:53,07,777.6083916083916,806.2279720279721,848.0326086956521,424.9166666666667,,560.4324324324324
2018-05-30 04:01:53,08,781.6614349775784,808.0840707964602,839.9021739130435,450.8333333333333,,571.6140350877193
2018-05-30 04:01:53,09,802.2764227642276,831.3770491803278,861.2,465.57142857142856,,591.5798387096773
2018-05-30 04:01:53,10,812.43,844.8252427184466,869.2222222222222,469.9166666666667,,601.8269230769231
2018-05-30 04:01:53,11,870.0,903.25,925.0666666666667,525.0,,658.0952380952381
2018-05-30 04:01:53,12,823.2608695652174,843.2222222222222,885.8947368421053,417.0,248.42857142857142,611.695652173913
2018-05-30 04:01:53,13,770.7702127659574,796.9672447013487,831.8968421052632,445.78846153846155,526.2222222222222,567.0268199233717
2018-05-30 04:01:53,14,814.3809523809524,842.8181818181819,870.1621621621622,465.3333333333333,,599.3695652173913
2018-05-30 04:01:53,15,791.625,818.0666666666667,848.7142857142857,446.0,,569.1818181818181
2018-05-31 04:01:51,01,803.24,827.8461538461538,858.32,436.0,,571.8333333333334
2018-05-31 04:01:51,02,803.9772727272727,836.3777777777777,864.9772727272727,476.0,609.0,584.3333333333334
2018-05-31 04:01:51,03,790.1944444444445,821.8055555555555,854.25,474.75,,580.1388888888889
2018-05-31 04:01:51,04,790.1608108108109,821.972,858.1557142857143,458.3333333333333,,576.0727272727272
2018-05-31 04:01:51,05,780.438202247191,814.1242937853108,853.6666666666666,421.1578947368421,,565.2333333333333
2018-05-31 04:01:51,06,795.3398058252427,824.9809523809524,857.6219512195122,426.0,,578.4666666666667
2018-05-31 04:01:51,07,777.7762237762238,806.3958041958042,848.2282608695652,424.9166666666667,,560.5945945945946
2018-05-31 04:01:51,08,781.7421524663677,808.1681415929204,840.0,450.8333333333333,,571.6929824561404
2018-05-31 04:01:51,09,802.520325203252,831.6229508196722,861.5,465.57142857142856,,591.8137096774193
2018-05-31 04:01:51,10,812.97,845.3495145631068,869.8222222222222,468.6666666666667,,602.4038461538462
2018-05-31 04:01:51,11,870.0,903.25,925.0666666666667,525.0,,658.0952380952381
2018-05-31 04:01:51,12,823.2608695652174,843.2222222222222,885.8947368421053,417.0,248.42857142857142,611.695652173913
2018-05-31 04:01:51,13,770.8263056092842,797.0327552986513,831.9515789473684,445.78846153846155,526.2222222222222,567.1302681992337
2018-05-31 04:01:51,14,814.3809523809524,842.8181818181819,870.1621621621622,465.3333333333333,,599.3695652173913
2018-05-31 04:01:51,15,791.625,818.0666666666667,848.7142857142857,446.0,,569.7272727272727
